smiles,value
CC=Cc1ccc(N(C)CCOC(=O)Nc2ccc(C)c(NC(=O)OCCN(C)c3ccc(C=CC4=CC(=C(C#N)C#N)C=C(C)O4)s3)c2)s1,1.29
CNC(=O)CCCCCCC(=O)NCCCCCCCCN,1.109
CCC(CC(C)C(=O)OC(CC)CC)OC(=O)C(C)C,1.2315
COc1ccc(C(C)(C)c2ccc(OC(=O)SCCCCCCSC(=O)O)cc2)cc1,1.203
Cc1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(C)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,1.4255
CNC(=O)CCCCCCCCC(=O)NCCCCN,1.1045
COc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O)cc3)c2)cc1,1.26
Cc1ccc2c(c1)C(=O)N(c1ccc(OC(C)COc3ccc(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4006
CN(C)C(=O)CCCCCCCCC(=O)N(C)CCN,1.278
COc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(=O)O)cc4)cc3)cc2)cc1,1.21
CCc1ccc(C(Cc2ccc(C(C)C(C)=O)cc2)C(C)=O)cc1,1.148
Cc1cncn1C(C)c1cncn1C(C)C,1.07
COc1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c2ccccc12,1.121
CCCCCCCCCCCCCCCCC(C(=O)NC)C(=O)NCCCCCCN,0.99
COc1ccc(C(c2ccc(OC(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.4785
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,1.36032
CCC(C)(C)C(=O)OCCOCCO,1.26
COc1ccc(Cc2ccc(OC(=O)O)cc2)cc1,1.26075
C/C=C/CCCCC/C=C/CCCCCC,1.0295
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCC(C)(C)COc3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc1)C2=O,1.353
