smiles,value
CNC(=O)CCC(=O)NCCCCCCN,1.26
CCCCCCCCCCCCC(C(=O)NC)C(=O)NCCCCCCCN,0.987
CC[Si](C)(C)CCC(C)C[Si](C)(C)CCC(C)C,0.907
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C)cc5C4=O)c(C)c3)cc1C)C2=O,1.318495
Cc1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2=O,1.459222222
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc2)cc1,1.244666667
Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)c(C)c1N,1.292975
CC(=O)OCCOC(=O)C=Cc1cccc(N2C(=O)c3ccc(C)cc3C2=O)c1,1.253333333
C=C=C=C(CCOS(=O)(=O)c1ccc(C)cc1)C(=C)CCOS(=O)(=O)c1ccc(C)cc1,1.39
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,1.457
COc1cc(C)c(C(c2cc(C(C)C)c(Oc3ccc(C(=O)c4ccc(O)cc4)cc3)cc2C)c2ccccc2C(=O)O)cc1C(C)C,1.128
CCn1c(C=Cc2ccc(N=Nc3ccc(N(CCO)CCOC(=O)c4ccc(C(=O)OC)c(OC)c4)cc3)cc2)nc2ccc([N+](=O)[O-])cc21,1.29
CNC(=O)CCCCCCCC(=O)NCCCCCCCCCCN,0.9867
COc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc(O)cc4)cc3)c(C)c2)cc1C,1.136
C=C(CO)COCC(=C)COC(=O)OC,1.332
COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],1.353
CCOC(=O)C(C)(Cl)CC,1.39
CN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(Oc6ccc7c(c6)C(C)(c6ccc(Oc8ccc(-c9ccc(N)cc9)cc8C(F)(F)F)cc6)CC7(C)C)c(C(F)(F)F)c5)cc3)C4=O)cc2C1=O,1.14
COC(C)CCOC(C)CCOC(C)CCO,0.968
CCCCCCCCCCCCC(C(=O)NC)C(=O)NCCCCN,1.005
Cc1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(C(C)(C)c4ccc(N5C(=O)c6ccc(C(C)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc1)C2=O,1.301
COc1ccc2cc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(C(=O)c6ccc(O)cc6)cc5)cc4)cc3)ccc2c1,1.32
COC(=O)NCCCCNC(=O)OCCCCCCO,1.1925
CCCCCCCCCCCC(Cl)C(C)Cl,1.1
Cc1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4176
CC(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.395
COc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3c(C)cc(C(C)(C)c4cc(C)c(NC(=O)c5ccc(O)cc5)c(C)c4)cc3C)cc2)cc1C(C)(C)C,1.073
COc1ccc(Oc2ccc(C(=O)c3ccc(O)cc3)cc2)cc1-c1ccccc1,1.17
CN1C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N)cc7)cc5)C6=O)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2C1=O,1.3915
Cc1cc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5(C)OC(=O)c6ccccc65)cc4C(C)C)cc3)cc2)c(C(C)C)cc1C,1.172
CCCC(CC)CC(C)CCC(CC)CC(C)C,0.86
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(N)cc5)c3)C4=O)cc2C1=O,1.47
C=C=C=C(CCCCOC(=O)NC(C)C)C(=C)CCCCOC(=O)NC(C)C,1.164
CNC(CCC(=O)OCc1ccccc1Cl)C(N)=O,1.382
COC(=O)c1cccc(C(=O)OCCCCCCO)c1,1.109
CCC(C)OC(=O)CCCC(=O)c1ccc(C)cc1,0.85
CCCCCCCCCCN1C(=O)C(C)C(C(CC)c2ccccc2)C1=O,1.071
CCC(C)CC(C)CC(C)CC(C)C,0.897056904
CCCCCCCCCCc1cc(C)sc1C,0.998333333
CNC(=O)C(C)NC(=O)C(C)NC(=O)C(C)N,1.21
CCCCCCCCCCCc1nnc(C)o1,1.22
CCCCCCCCCCCCOC(C)CC,0.892
