smiles,value
CCc1ccc(C(=O)c2ccc(C)cc2)cc1,2.314
NOc1ccc(C(=O)NO)s1,2.2174
Cc1ccc(-c2ccc(C)s2)s1,2.9681
CNC(=O)CNC(=O)CNC(=O)CN,0.7672
CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,2.0787
CC(=S)c1ccc(-c2ccc(-c3ccc(C)cc3)cc2)s1,3.3959
COC(=S)c1ccc(CO)s1,2.9654
CNc1ccc(-c2ccc(-c3ccc(N)s3)cc2)cc1,1.8885
CNc1ccc(Oc2ccc(N)s2)s1,1.1067
COCCOCCOCCOCCO,0.3936
CCCc1ccc(-c2ccc(C)s2)cc1,1.6982
CCC(=O)c1ccc(-c2ccc(C)cc2)cc1,2.336
CNC(=O)c1ccc(O)cc1NC(=O)c1ccc(O)cc1N,2.0709
CC(=O)c1ccc(C(=O)C(C)=S)cc1,3.783
CNCCCNC(=O)NC(N)=O,0.6578
CNC(=S)Nc1ccc(NC(=S)NCCCCCCN)cc1,1.6869
CNc1ccc(-c2ccc(-c3ccc(N)s3)s2)s1,2.2798
CCc1ccc(-c2ccc(C(C)=S)cc2)cc1,2.7075
CNC(=O)C(=S)c1ccc(N)cc1,3.6154
CCC(=O)c1ccc(-c2ccc(C)s2)cc1,2.4129
CCC(=O)c1ccc(C(C)=O)cc1,2.7979
CONOCONOCONOCO,0.421
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)s2)cc1,2.3385
COCOCNC(=O)NCOCOCNC(=O)NCO,0.7808
NOC(=S)C(=O)NOC(=S)C(=O)NO,4.3681
CNc1ccc(Oc2ccc(N)cc2)cc1,1.1501
COc1ccc(-c2ccc(-c3ccc(O)cc3)cc2)cc1,1.6576
COc1ccc(C(F)(F)C(O)(F)F)s1,1.9642
CCc1ccc(NC(C)=S)cc1,2.0656
CNc1ccc(NC(=O)NONC(N)=O)s1,1.3385
CCCCc1ccc(C)cc1,0.9937
CCc1ccc(Cc2ccc(C)s2)cc1,0.9966
COC(=O)CCCCC(=O)OCCO,1.0754
CCc1ccc(CO)cc1Cc1ccc(CO)cc1C,1.6106
CC(=S)OC(=S)c1ccc(C)s1,4.0075
COCOCOCOCOCOCO,0.9897
CC(=S)c1ccc(-c2ccc(-c3ccc(C)cc3)s2)cc1,3.3503
CCCNc1ccc(C)cc1,0.6326
Cc1ccc(NC(F)(F)C(C)(F)F)cc1,1.524
CC(=S)Oc1ccc(-c2ccc(C)cc2)s1,2.8418
CNC(=S)Nc1ccc(Cc2ccc(N)cc2)cc1,1.379
Cc1ccc(C(F)(F)c2ccc(C(C)(F)F)s2)s1,2.5399
CC(=O)c1ccc(-c2ccc(-c3ccc(C)cc3)s2)cc1,2.8757
COC(=S)c1ccc(C(=O)O)s1,4.037
COC(=O)CCCCCOC(=O)CCCCCO,0.5062
COC(F)(F)c1ccc(C(O)(F)F)s1,2.3901
COc1ccc(-c2ccc(C(=O)O)cc2)s1,2.3086
CC(=O)c1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,2.6442
CNc1ccc(OC(N)=S)s1,2.3032
COc1ccc(-c2ccc(-c3ccc(O)cc3)cc2)s1,1.897
COc1ccc(NCO)s1,0.8203
CC(=O)c1ccc(Oc2ccc(C)s2)cc1,2.5289
CNc1ccc(C(=S)c2ccc(N)s2)s1,3.5786
CCC(=S)c1ccc(N)cc1CC(=S)c1ccc(N)cc1C,3.0309
CCc1ccc(NC(C)=S)s1,2.0497
COc1ccc(Oc2ccc(O)s2)s1,1.3443
CC(=S)Oc1ccc(-c2ccc(C)s2)s1,3.2944
CCC(=O)c1ccc(-c2ccc(C)s2)s1,2.8128
CCc1ccc(C(=S)c2ccc(C)s2)s1,3.3843
Cc1ccc(OC(=S)c2ccc(C)s2)cc1,3.1094
CCNC(=S)c1ccc(C)cc1,2.3012
CNC(=O)NC(N)=S,3.7029
COC(CO)C(F)(F)F,0.7546
CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,1.7487
CC(=O)Oc1ccc(C(C)=S)s1,3.8482
CC(=S)C(F)(F)NC(C)(F)F,4.6097
COC(=S)Oc1ccc(O)s1,2.5249
CCCc1ccc(O)cc1CCc1ccc(O)cc1C,0.7536
COC(=S)c1ccc(C(=O)O)cc1,3.4955
CCC(=O)OC(C)=O,2.2158
CC(=S)OC(=S)c1ccc(C)cc1,3.7508
CCNc1ccc(C(C)=O)s1,2.2797
CCc1ccc(NO)cc1Cc1ccc(NO)cc1C,0.7333
CC(=O)c1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1,3.2278
Cc1ccc(-c2ccc(Oc3ccc(C)s3)s2)cc1,2.1082
CC(=O)c1ccc(C(=S)c2ccc(C)cc2)cc1,2.9183
CNC(=O)c1ccc(C(N)=O)s1,3.408
Cc1ccc(CC(F)(F)C(C)(F)F)cc1,1.7485
CNc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,1.5312
CC(=S)NC(F)(F)C(C)(F)F,3.1022
COC(=O)CCOC(=O)CCOC(=O)CCO,0.7562
CCC(=O)c1ccc(O)cc1CC(=O)c1ccc(O)cc1C,2.3793
CCC(=O)Cc1ccc(C)cc1,1.8209
CCC(CC(CC(C)c1ccccn1)c1ccccn1)c1ccccn1,1.1922
Cc1ccc(C(F)(F)c2ccc(C(C)(F)F)cc2)s1,2.9023
CC(=O)C(F)(F)CC(C)(F)F,3.352
COC(F)(F)c1ccc(C(O)(F)F)cc1,2.1427
