smiles,value
CCc1ccc(Nc2ccc(C)s2)s1,1.1194
COCCCOCCCOCCCO,0.5672
CCc1ccc(C(=O)C(C)=S)cc1,3.3639
COCc1ccc(CO)s1,1.4146
CCNCCNC(=O)OCCNCCNC(=O)OCC,0.5903
COc1ccc(C(=S)c2ccc(O)cc2)cc1,3.1315
CNC(=O)CCNC(=O)CCNC(=O)CCN,1.1904
CNc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,1.5312
COCC(F)(F)C(O)(F)F,0.6148
CC(=S)c1ccc(-c2ccc(-c3ccc(C)cc3)cc2)s1,3.3959
COc1ccc(C(=O)c2ccc(O)cc2)cc1,2.4594
CCC(=S)c1ccc(O)cc1CC(=S)c1ccc(O)cc1C,3.1915
CONc1ccc(CO)s1,1.3873
COC(CO)C(F)(F)F,0.7546
COC(=O)c1ccc(C(=O)O)s1,3.3779
COC(F)(F)NC(O)(F)F,0.9184
CCC(=O)c1ccc(-c2ccc(C)cc2)s1,2.6784
CCCc1ccc(-c2ccc(C)s2)s1,1.9411
CNOCCNOCCNOCCN,0.6058
COc1ccc(-c2ccc(-c3ccc(O)cc3)s2)s1,1.7103
CCC(=O)c1ccc(O)cc1CC(=O)c1ccc(O)cc1C,2.3793
CNc1ccc(-c2ccc(C(N)=S)cc2)cc1,2.5787
CNc1ccc(-c2ccc(CN)cc2)cc1,1.1363
CCc1ccc(C(=O)O)cc1Cc1ccc(C(=O)O)cc1C,2.2574
COC(=S)C(F)(F)C(O)(F)F,3.6605
Cc1ccc(C)s1,2.9681
CCCc1ccc(-c2ccc(C)cc2)cc1,1.482
CCC(CC(CC(CC(C)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,1.5606
CCC(=O)Cc1ccc(C)s1,1.6069
CC(=O)CC(F)(F)C(C)(F)F,2.8445
COC(=O)CCCCCCC(=O)OCCO,0.8924
CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,2.0787
COc1ccc(C(=O)c2ccc(C(=O)NOC(=O)O)s2)cc1,3.5136
CCC(=O)C(=S)c1ccc(C)s1,3.7805
CNC(=O)c1ccc(-c2ccc(N)cc2)cc1,2.3815
CCc1ccc(-c2ccc(C(C)=S)cc2)cc1,2.7075
COC(=O)c1ccc(CO)s1,2.358
CCNc1ccc(O)cc1CNc1ccc(O)cc1C,0.7695
CC(=S)c1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,3.9365
COc1ccc(Cc2ccc(O)cc2)cc1,1.1795
Cc1cccc(C)n1,2.2143
CNC(=O)OC(N)=O,2.561
CCC(=O)c1ccc(-c2ccc(C)cc2)cc1,2.336
CCCc1ccc(O)cc1CCc1ccc(O)cc1C,0.7536
CNC(=O)C(=S)c1ccc(N)cc1,3.6154
CC(=S)C(F)(F)NC(C)(F)F,4.6097
CC(=O)c1ccc(C(=O)c2ccc(C)s2)cc1,3.6543
CCC(=S)c1ccc(C(C)=S)s1,2.8676
CNCNCNCNCNCNCN,0.8689
Cc1ccc(C(F)(F)c2ccc(C(C)(F)F)s2)s1,2.5399
NOC(=S)ONOC(=S)ONOC(=S)ONO,2.7178
CCCC(=O)C(C)=S,3.1911
COc1ccc(C(=S)CO)s1,3.131
CCOc1ccc(O)cc1COc1ccc(O)cc1C,0.9466
CCCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(C)=O,0.7602
CNC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(N)cc3)cc2)cc1,2.2298
CCC(C)F,0.874
CC(=O)c1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,3.453
CC(=O)c1ccc(C(=O)C(C)=S)cc1,3.783
COC(=S)c1ccc(CO)s1,2.9654
CCCNc1ccc(C)s1,0.6915
COC(=O)NCCOCCOCCNC(=O)OCCO,0.573
CC(=O)c1ccc(-c2ccc(C(C)=S)s2)cc1,3.8058
COC(=O)c1ccc(C(=O)OCCCCO)cc1,2.4936
CNC(=S)c1ccc(O)cc1NC(=S)c1ccc(O)cc1N,2.5935
CCC(=O)Nc1ccc(C)cc1,1.369
CC(=O)C(F)(F)C(=O)C(C)(F)F,4.1382
COc1ccc(C(=S)c2ccc(O)cc2)s1,3.2177
Cc1ccc(C(F)(F)NC(C)(F)F)s1,2.4083
CCNC(=S)C(C)=O,3.7481
CC(=S)C(F)(F)c1ccc(C(C)(F)F)cc1,4.0037
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)s3)cc2)cc1,2.6224
CCc1ccc(Oc2ccc(C)s2)cc1,1.0627
CNc1ccc(-c2ccc(C(N)=S)s2)cc1,3.1722
COc1ccc(C(F)(F)C(O)(F)F)s1,1.9642
CC(=O)c1ccc(C(=O)c2ccc(C)s2)s1,4.0693
CC(=O)c1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1,3.2278
CCc1ccc(-c2ccc(C(C)=S)cc2)s1,2.9754
CCc1ccc(C)cc1Cc1ccc(C)cc1C,0.8499
Cc1ccc(CC(F)(F)C(C)(F)F)s1,1.8781
CCc1ccc(C(=O)c2ccc(C)s2)cc1,2.5375
COC1C(CO)OC(O)C(O)C1O,0.8344
