smiles,value
COC(=O)NCCSCCCCCSCCNC(=O)OCCCCCCO,5.1327
CCNC(=O)C(C)=S,2.3654
CC(=O)c1ccc(-c2ccc(C(C)=S)cc2)s1,1.9265
COc1ccc(-c2ccc(CO)cc2)cc1,3.7323
COC(=O)c1cccc(C(=O)OCC2CC2CO)c1,4.4908
CC1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(C)F,7.8208
COC(=O)NCCSCCCCSCCNC(=O)OCCO,5.1094
CNc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1,2.9894
CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,2.1001
COc1ccc(-c2ccc(-c3ccc(O)cc3)cc2)cc1,3.3861
CC=CC=CC=CC=CC=CC=CC,0.9567
CC=Cc1ccc(C)n1CCCCCC,1.3683
CNc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,2.9094
CC(=O)c1ccc(C(=O)c2ccc(C)cc2)cc1,2.9556
CCOC(=O)C(C)OC(=O)CCn1c(C)ccc1C,2.05
CSCCSCCCCCCSCCSCCCCCCS,5.0604
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)cc2)cc1,1.8601
CCC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C)(C#N)C#N,5.9056
CCNC(=O)c1ccc(C)s1,3.849
COC(=O)C(C)COC(=O)C(C)CO,6.5897
CN1CCN(C(=O)OCC(C)(C)COC(N)=O)CC1,6.4401
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)cc3)cc2)cc1,2.5835
CCc1ccc(C(=O)C(C)=S)s1,2.693
COC(F)(F)C(=S)C(O)(F)F,2.4298
CCC(C)C(=O)OCCCCSC,5.1007
CCc1ccc(OC(C)=S)s1,3.0541
COC(=O)C(=S)COC(=O)C(=S)CO,2.0697
CNC(=O)CCCCCCCCCCC(=O)NCCCCCCN,6.3994
COc1ccc(-c2ccc(CO)s2)cc1,2.9246
CNc1ccc(NC(N)=S)s1,2.1538
CCc1ccc(-c2ccc(C(C)=S)s2)s1,1.7203
Cc1ccc(C(F)(F)CC(C)(F)F)cc1,4.3368
CCc1ccc(C(=S)c2ccc(C)s2)s1,2.2961
CCC1CCC(C)C1,7.9703
CONc1ccc(CO)s1,3.8409
CC(=O)c1ccc(Oc2ccc(C)s2)s1,2.4838
COc1ccc(C(=S)c2ccc(O)cc2)s1,2.4038
CNc1ccc(-c2ccc(CN)s2)s1,2.8559
CCC(C)C(=O)OCCSCCCC#N,5.1226
COC1C(CO)OC(O)C(O)C1O,7.4757
CNc1ccc(Nc2ccc(N)s2)s1,3.4208
COCCCOCOCOCCCOCOCO,7.1737
COC(F)(F)C(O)(F)F,10.1137
CONOCONOCONOCO,5.9349
COC(C)CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O,6.2709
CNC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(N)=O)C(C)C)C(C)C,5.8867
CCCc1ccc(-c2ccc(C)s2)s1,2.7315
CNc1ccc(-c2ccc(-c3ccc(N)s3)s2)s1,1.5003
CCc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,3.4166
CC(=S)c1ccc(C(=S)c2ccc(C)cc2)s1,1.1979
COC(=O)NCCOCCOCCNC(=O)OCCO,6.4585
CCOC(=O)C(C)(C#N)CC,6.1989
CCc1ccc(Oc2ccc(C)s2)cc1,4.0475
CNC(=O)NC(=O)NCNCNC(=O)NC(=O)NCNCN,5.4
CCC(C)CCCC1CCCCC1,7.5725
CCc1ccc(Oc2ccc(C)s2)s1,4.26
CCCc1ccc(C(C)=S)cc1,2.7697
CCC(=O)C(=S)c1ccc(C)s1,2.1804
COC(=O)C1CCC(C(=O)OCCO)CC1,6.4481
COc1ccc(C(=S)c2ccc(O)cc2)cc1,1.7412
