smiles,value
CC(C#N)=C(C)c1ccccc1,4.3452
COC(=O)C(=O)OCCCCOC(=O)C(=O)OCCCCO,5.0922
COC(=O)C(CCl)(CCl)COC(=O)C(CO)(CCl)CCl,6.551
Cc1[nH]c(C)c(C(=O)O)c1C,3.2017
COC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(O)COC12,5.287
COC(F)(F)C(F)(F)C(O)(F)F,9.4523
COc1ccc(C(C)(CCC#N)c2ccc(OC(=O)O)c(C)c2)cc1C,4.6661
CNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCN,5.9125
Cc1cccc(-c2nnc(C)n2-c2ccccc2)c1,3.947
CCCC1OC(C)CC(CC)O1,6.3958
CCCCC1C2CC(C)C(C2)C1C,6.1498
COC(=O)NCCSCCCSCCNC(=O)OCC1CCC(CO)CC1,5.5784
COC1C(C)(C)C(OC(=O)O)C1(C)C,6.5093
Cn1c(=O)c2cc3c(=O)n(-c4ccc(Oc5cccc(Oc6ccc(N)cc6)c5C#N)cc4)c(=O)c3cc2c1=O,2.6202
CCOC(CC)C(C#N)(C#N)C(C)(C#N)C(=O)OC,5.4657
CC=C(C)c1ccc(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,1.1102
CCCCCCCc1cc(OC(=O)c2ccc(C(=O)O)cc2)ccc1OC,3.6219
COc1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc(O)cc5)c4)c3)cc2)cc1,3.724
CC(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4)cc2)C3=O)cc1,2.9567
CCOC(=O)OCC1OC(C)(C)OC1C,6.6512
CNOCCNOCCNOCCN,5.6784
CCOC(=O)n1c2ccc(C)cc2c2cc(C)ccc21,3.932
CCc1ccc(Cc2ccc(C)s2)s1,4.626
Cc1cccc(C)c1,4.1803
CCCCCCC(C)CC,6.7743
Cc1cc(C)c(O)c(C=Nc2ccc(Cl)cc2)c1,2.9264
CC1CC(C)(C)OC1C1CC(C)(C)OC1C,5.8529
CCC(C)c1cc(C)ccc1C,4.9137
NOc1ccc(C(=O)NO)s1,4.3505
CNC(=O)CCCCCCCC(=O)NCCCCCCCCCN,5.928
CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nc(-c4ccccc4)nc(-c4cccc(N5C(=O)c6ccc(C)cc6C5=O)c4)n3)c1)C2=O,2.9625
CNc1ccc(N)c2ccccc12,2.8917
CCCN1C(=O)C(C)C(C(C)CC)C1=O,5.8295
COc1ccc(C2(c3ccc(OC(=O)c4cccc(C(=O)O)c4)cc3)CCC3CCCCC3C2)cc1,3.6386
COc1ccc(-c2ccc(OC(=O)CCCCCCCCC(=O)O)cc2)cc1,4.5699
CNc1ccc(NC(=O)c2ccc(NC(=O)c3ccc([Si](C)(C)c4ccc(C(=O)Nc5ccc(C(N)=O)cc5)cc4)cc3)cc2)cc1,3.1752
CCC(=O)NC(C)=O,4.269
CCCCCCCCCCCCCc1nc2cc3sc(C)nc3cc2s1,4.2887
CNC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCCCCCCCCCCN,5.6172
CC1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(C)F,8.2297
CNC(=S)NCNC(=S)NCNC(=S)NCN,4.2179
COC(=O)CCCCCCCCC(=O)OCCCCCCCO,6.8159
COC(=O)c1ccc2c(c1)C(C)(c1ccc(C(=O)OCCO)cc1)CC2(C)C,4.3486
CCC(C)c1cccc(C)c1,5.185
COC(=O)CCCCCCCCCCCO,6.7916
CCC(C)(C)C(=O)OCCc1ccccc1,5.7104
COCC(=S)COCC(=S)COCC(=S)CO,3.0342
Cc1cc2c(s1)-c1sc(C)cc1C2=O,1.4351
CNC(C)(C)CC(N)=O,5.5484
CCCCCc1nc(-c2ccc(-c3csc(C)n3)cc2)cs1,3.7312
CCCCOc1c(C)sc(C)c1OC,3.2859
NOC(=O)c1ccc(NO)s1,3.3859
CNC(=O)c1ccc(-c2ccc(N)cc2)cc1,3.3965
CNc1ccc(Nc2ccc(N)s2)s1,2.5847
CC(=O)c1ccc(-c2ccc(C(C)=S)s2)cc1,2.3592
CCCC1CN(C(C)(C)C)C(=O)C1C,5.4772
COC(=O)CCCCC(=O)OCCNC(=O)CCCCCO,6.3289
COC1C(COC(C)=O)OC(O)C(OC(C)=O)C1O,5.6034
Cn1c(=O)c2cc3c(=O)n(-c4ccc(SSc5ccc(N)cc5)cc4)c(=O)c3cc2c1=O,2.3111
COC(=O)CC(C)CCC(=O)OCCO,6.6742
COC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)OCCCCO,5.3882
CCC(CC(CC)C(=O)NCCCCCCN)C(=O)NC,5.6687
[2H]C([2H])=C([2H])C([2H])(O)C([2H])([2H])OC,5.4798
CC(=O)Oc1ccc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C)cc7C6=O)cc5)cc3)C4=O)cc2c1,2.5688
CC=NN=Cc1cc(CCCCCCCCCCCC)c(C)s1,1.846
CC(=O)OCCCCCCCCCCCCOC(=O)c1ccc(N2C(=O)c3ccc(C)cc3C2=O)cc1,3.2472
CNc1ccc(C2(c3ccc(NC(=O)Cc4ccc(Oc5ccc(C(N)=O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,4.1183
CCC(C)(C)c1ncncn1,4.5942
COC(O)C(Cl)Cl,6.5565
CNC(CCC(N)=O)C(=O)O,5.9301
CNc1cc(NC(=O)Nc2ccc(NC(N)=O)cc2)cc(C(=O)Nc2cccc3c2C(=O)c2ccccc2C3=O)c1,2.5826
CC(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(C)cc4C3=O)cc2)cc1,2.9178
CNC1=CC(=O)C(N)=CC1=O,1.9466
C=C(C)CC,5.3034
CC=CC1CC(C)C(C#N)(CCC)C1,6.0806
CCC(C)(C)C1C(=O)N(c2ccccc2C)C(=O)C1C,4.8214
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc1)C2=O,2.7406
COC(C)CCOC(=O)c1cccc(C(=O)O)c1,5.0532
COC(=O)NCCCCCCCCCCNC(=O)OCCCCCCCCCCCCCCCCO,6.3322
[2H]c1c([2H])c(NC)c([2H])c([2H])c1N,3.3666
CC(=O)Nc1cc(NC(=O)c2ccc(C)o2)c(N)cc1N,2.8199
COC(=O)CCCCC(=O)OCCCCCCCCCCCCO,6.8209
Cc1cncc(-c2nc3ccc(-c4ccc5nc(C)sc5c4)cc3s2)c1,3.1882
COC(=O)Nc1ccc(C)c(NC(=O)OCCO)c1,5.1142
COC(=O)CCCCCCCCCCCCCCCCC(=O)O,6.1592
CCC(CC(CC(C)c1ccccn1)c1ccccn1)c1ccccn1,5.3668
CSc1cc(C)sc1C,1.5945
COc1ccc(Oc2cccc(O)n2)c(-c2ccccc2)c1,4.2637
CC=C(C)c1ccc([N+](=O)[O-])cc1,0.7984
COC(=O)NCCCCCC(=O)OCCCCCO,6.3976
CON(C(F)(F)F)C(F)(F)C(O)(F)F,7.1742
CC=CC(C)C(C)C(=O)OCCCC,5.2364
CCC(C)OCCCl,6.0339
CC(F)(F)C1(F)C(F)(F)C(C)(F)C(F)(F)C1(F)F,7.2142
COc1ccc(-c2ccc(Oc3cccc(O)n3)cc2)cc1,4.055
COC(=O)c1ccc(C(=O)O)s1,3.9821
CCC(=NO)c1cc(CNC(=O)NC)c(O)c(CN)c1O,4.9442
CC=CC1CC(C)C2CC=CC12,5.3836
COC(=O)CCCC(=O)OCc1ccc(CO)cc1,5.4521
COC(=O)C(OC)C(OC)C(=O)OCCCCO,6.1422
COC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)OCCCCCCO,5.8625
COc1cc(Oc2ccc(C(C)(C)c3ccc(O)cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,3.1481
CC(C)(F)F,7.2027
CCNC(=S)C(C)=O,2.602
COC(=O)NCCCCCCNC(=O)OCCCCCCCCCO,6.2165
COC(=O)CCC(=O)OCC(=O)NCCCCCCNC(=O)CO,5.663
Cc1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc(C)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,2.8449
CNc1ccc(C(=S)c2ccc(N)cc2)s1,2.3153
CCC(C)(C)C(=O)OCC(=O)N1CCOCC1,5.1555
CC(=O)NCCCCCCNC(=O)c1ccc(C)nc1,4.574
COP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,4.5449
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(C(c5ccccc5)c5ccc(N)cc5)cc3)C4=O)cc2C1=O,2.907
CCC(C)c1ccncc1,2.5368
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C3CC(C)(C)CC(C)(CN)C3)C4=O)cc2C1=O,3.6926
COC(=O)CCCCCCCCCCCCCCCCCCC(=O)OCc1ccc(CO)cc1,5.5452
CC(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4)cc2)C3=O)cc1,2.7403
COC(=O)CCCCCCCCCCO,6.8465
COc1cccc(OC(=O)c2ccc(Oc3ccc(C(=O)O)cc3)cc2)c1,4.2359
CCC(C)(C)C(=O)Oc1ccccc1,5.2323
CC(=O)C(C)N(C)C(N)=O,4.4468
CNC1(F)CC(C(F)F)C(N)C(F)(F)C1F,6.3292
