smiles,value
COCC(C)(CO)COCC(F)(F)F,5.3043
COC(C(=O)O)C(C)C,6.2703
COC(=O)C(OC)C(OC)C(=O)OCCCCO,6.1422
COc1ccc(SSCCCCCCCCCCSSc2ccc(O)cc2)cc1,4.369
CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc(C)cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,2.3845
CCCCOc1cc(-c2nc3cc4sc(C)nc4cc3s2)c(OCCCC)cc1C,3.1607
CCC(C)c1cccc2c1OCO2,4.5452
COC(=O)CCC(=O)OC1COC2C(O)COC12,6.1275
NN1CCC(CCc2ccc(N3C(=O)c4ccc(N5C(=O)C(=O)N(N)C5=O)cc4C3=O)cc2)CC1,2.8897
CNc1ccc2c(c1)Cc1cc(NC(=O)c3cc(C(=O)O)c(C(N)=O)cc3C(=O)O)ccc1-2,2.6346
CCC(C)C(=O)OCCCCCCSCC#N,5.2126
COc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(=O)O)cc2)cc1,4.4464
COC(CO)c1ccco1,5.0251
CCSC(C)=C(C)C,3.9571
COC(=O)NCCCCCC(=O)OCCCCCCO,6.4222
CNC(=O)CCC(C)CCNC(=O)CCC(C)CCN,5.8159
CC=C(C)c1cccc([Si](C)(C)C)c1,0.7366
COc1ccc(C(F)(F)C(O)(F)F)s1,4.1725
CCCOC(=O)CCC(NC)C(N)=O,5.8843
COC(=O)c1ccc(C(=O)OCCO)c2c1CC2,4.3335
CCC(C)C(=O)OCCOCC1(CC)COC1,5.6941
CNNC(=O)C(=O)NNC(=O)CCCCC(N)=O,4.5812
COc1cccc(Oc2ccc(S(=O)(=O)c3ccc(O)cc3)cc2)c1,4.2737
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)s2)cc1,2.8274
COC(C)CCOC(=O)CCCCCC(=O)O,6.5798
COC(=O)CCCCCCCCCCCCC(=O)O,6.2591
CCCCCCCCCCCCCCCC(C(=O)NC)C(=O)NCCCCCCN,5.9375
CC(=S)c1ccc(C(=S)c2ccc(C)cc2)s1,2.0314
CNC(=S)NCNC(=S)NCNC(=S)NCN,4.2179
COC(=O)OCCOCCOCCOC(=O)OC1COC2C(O)COC12,6.4799
COC(=O)CCSc1ccc(SCCC(=O)O)cc1,4.6942
COc1ccc(S(=O)(=O)c2ccc(OCC(O)CO)c(C)c2)cc1C,4.1274
COc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC(=O)O)cc2)cc1,4.8294
COC(=O)CCCCCCC(=O)OCC(=O)NCCCCCCNC(=O)CO,5.9354
CNC(=O)c1cccc(C(=O)NCC2CC(CN)CC(C(C)(C)C)C2)c1,4.8842
COC(=O)NCCCCCCNC(=O)NCCCCO,5.9887
CNC(=O)C(=O)NCCCNC(=O)CCCCCCCCC(=O)NCCCN,5.3556
CC1C=CC(C)N1,4.6504
COC(=O)c1ccc2cc(C(=O)OCCCCCCCCCCO)ccc2c1,3.7577
CC1=CC2=NC(C)=CC2=N1,1.3051
COC(=O)c1ccc(C(=O)OCCCCCc2ccc(CCCCCO)cc2)cc1,3.7742
CCC(C)c1ccccc1Cl,2.4139
COCCOc1cc(C)sc1C,1.6015
COC(=O)CC(C)CCC(=O)OCCCCCO,6.7005
COC(C)CCOC(=O)CC(=O)O,6.8752
CCC(=O)Cc1ccc(C)cc1,4.4305
CC(=S)OC(=S)c1ccc(C)cc1,2.8098
