smiles,value
COC(=O)OCC(CO)OCCCCOc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,0.34702977
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5c6c(c(C)c7ccccc57)C(=O)N(c5ccc(C(F)(F)F)cc5)C6=O)cc4)cc3)cc2)cc1,0.38077033
CCC(C)(C)C(=O)OCc1cccs1,0.35173384
CN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N)c3)C4=O)cc2C1=O,0.37088821
COc1ccc2ccc(OC(=O)c3ccc(Oc4ccc(C(=O)O)cc4)cc3)cc2c1,0.34864845
CN1C(=O)c2ccc(Oc3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(-c7ccc(Oc8ccc(N)cc8)cc7)cc6)cc4)C5=O)cc3)cc2C1=O,0.36844586
CN(CC(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(CCCCCCN)CC(F)(F)C(F)(F)F,0.33260446
COc1cc(Br)cc(Br)c1Oc1cc(Br)cc(Br)c1O,0.446758
CCCCc1cc(-c2cc(CCCC)c(-c3ccc(C)cc3)s2)sc1C,0.49358329
COC(=O)c1cccc(-c2cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)CO)c2)c1,0.33493908
CCC(C)n1cncn1,0.33624313
COC(=O)NCc1ccc(CNC(=O)OCCCCCCO)cc1,0.33648246
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3ccc(N)cc3)C4=O)cc2C1=O,0.38387233
CCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(OCC)cc3)c(C(C)CC)c2)cc1,0.34938746
COc1cccc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccccc5Oc5ccc(C(=O)Nc6ccc(O)cc6)cc5)cc4)cc3)cc12,0.35799579
COc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCC(=O)O)cc2)C(=O)OCC(C)C)cc1,0.33925962
Cc1ccccc1C(=O)Oc1ccc2c(C)c3ccc(=O)cc-3oc2c1,0.35798941
