smiles,value
CCC(C)O[Si](C)(CO[Si](C)(CO)OC(C)CC)OC,0.39779568
CC(C)OC(=O)C1CCCC1C(C)OC(=O)C1CCCC1C,0.36011903
COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(O)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,0.36687927
CSSc1ccc(N=CNc2ccc(S)cc2)cc1,0.41922647
CCC(C)C(=O)OCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,0.3457648
CN1C(=O)c2ccc(C(=O)Nc3ccc(NC(=O)CN)cc3)cc2C1=O,0.3239093
COc1ccc(Oc2ccc(OCCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCO)cc2)cc1,0.36332291
COC(=O)c1cccc(C(=O)OCCCCCCO)c1,0.34938247
CC=CC1CC(C)C(C#N)(C[Si](C)(C)O[Si](C)(C)C)C1,0.43283262
CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC(=O)CN)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,0.34942241
Cc1cc(Cc2cc(C)c(N3C(=O)c4cccc(Oc5ccc(C(C)(C)c6ccc(Oc7cccc8c7C(=O)N(C)C8=O)cc6)cc5)c4C3=O)c(C)c2)cc(C)c1N,0.38770631
CCCCCCSc1cc(C)sc1C,0.43728421
CNC(=O)c1cccc(C(=O)NCC2CCC(CN)CC2)c1,0.34399294
CSc1ccc(Cc2ccc(SC(=O)S)cc2)cc1,0.37184413
CN(C)C(=O)CCC(=O)N(C)CCCCCCN,0.34567408
COc1cc(C=C(c2ccc(C)cc2)c2ccc(F)cc2)c(OC)cc1C=C(C)c1ccc(F)cc1,0.39273614
COC(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(C(=O)OCC(O)(F)F)c2)c1,0.33058531
CN1C(=O)c2cccc(-c3ccc4c(c3)C(=O)N(c3cccc(C(=O)Nc5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(NC(=O)c9cccc(N)c9)cc8)cc7)cc6)cc5)c3)C4=O)c2C1=O,0.35891264
COC(=O)CSCc1ccc(Cc2ccc(CSCC(=O)OCCSCc3ccc(Cc4ccc(CSCCO)cc4)cc3)cc2)cc1,0.36564834
CCCCOc1ccc(C(=O)Oc2cc(OC(=O)CCCC(=O)O)c(OC(=O)c3ccc(OCCCC)cc3)cc2OC)cc1,0.35109057
COc1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(Oc4ccc(C(C)(C)c5ccc(O)cc5)cc4)cc3)c2)cc1,0.35350082
CS(=O)(=O)c1ccc(N[Se]Nc2ccc(S)cc2)cc1,0.38429931
CCC(C)c1cccc(N(c2ccc(C)cc2)c2ccc(C)cc2)c1,0.42262302
CCCCOCc1ccccc1C(C)CC,0.38677194
COc1ccc(NCC(=O)c2ccc(Sc3ccc(C(=O)CNc4ccc(O)cc4)cc3)cc2)cc1,0.37243845
CNC(=O)CCCCC(=O)NCCN,0.31065959
CCC(=O)NCCCCCCNC(=O)CC1COC(C)CO1,0.32963111
CN1C(=O)c2ccc(Oc3ccc4ccc(Oc5ccc6c(c5)C(=O)N(c5cc(N)cc(C(F)(F)F)c5)C6=O)cc4c3)cc2C1=O,0.37446524
COC(CC(=O)O)C(Cl)(Cl)Cl,0.34337601
CCCCCCCCC(C)CCCCCCCC(C)C,0.40501273
COc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(-c5cccc(C(=O)c6ccc(O)cc6)c5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.37249164
CC(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(C)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,0.36599842
COC(C)(CC(=O)O)C(F)(F)F,0.32631701
COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(O)cc4)cc3)cc2)cc1,0.37003696
COc1ccc(C(C)(C)c2ccc(OCC(O)CN(CCO)CC(O)CO)cc2)cc1,0.33466845
CCC(C)c1ccc(OC(C)=O)cc1,0.35340606
COc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc(O)c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1,0.37975728
CCC(C)(C)C1C(=O)N(C(C)C)C(=O)C1C,0.35984602
CCCC(Cl)C(C)Cl,0.37989615
COc1cc(-c2cc(OC)c(OC(=O)CCCCCCCCC(=O)O)c(OC)c2)cc(OC)c1OC,0.35167826
